hash,path,is_app,points,style_points,time,lines_added,lines_removed,files,message,timestamp
2dc3b95bd118d4f20118fbd65f7437401aded85b,pr/pr06shelter,False,0,0,120,1,3,1,shelter 1,1615197610
03062dc1bddd1c4f7433fefa74079520759db3ab,.gtm/application: worldexample.app,True,0,0,15,0,0,1,delivery,1617718006
44a5c38f2ef94a64c00ae30c673de4baa7df5f94,ex/ex08delivery,False,0,0,5130,0,0,8,test1,1617196331
dc19d0420561cf0175257039bf35deed2c6b928d,ex/ex08delivery,False,0,0,60,2,1,1,doccid,1616710700
03062dc1bddd1c4f7433fefa74079520759db3ab,kt/kt2,False,0,0,120,5,5,2,kt,1617204524
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex/ex05mysticorbs,False,13.5,1.0,180,0,0,1,morse 1,1615323489
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/application: ring.app,True,0,0,20,0,0,1,commit pr03.,1612953125
1b2b546d31fe5c8aee03fe57b801846423b53685,.gtm/junit: drinktest.app,True,0,0,69,0,0,1,gtm commit,1616780056
31ae136fba01ca42052ac4b4563052b857019022,ex/ex05mysticorbs,False,12.96,1.0,60,6,2,2,first test,1614722103
1b2b546d31fe5c8aee03fe57b801846423b53685,ex/ex03bookshelf,False,12.0,1.0,556,3,0,2,remove book,1613609805
1b2b546d31fe5c8aee03fe57b801846423b53685,.gtm/junit: automaticcoffeemachinetest.adddrinkandgetrecipes.app,True,0,0,92,0,0,1,final commit,1616849841
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/junit: all in ex08delivery.app,True,0,0,330,0,0,1,ex08.,1617020588
2dc3b95bd118d4f20118fbd65f7437401aded85b,tk/tk0,False,5.0,1.0,420,171,1,3,tk00,1613833424
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,.gtm/application: main (1).app,True,0,0,410,0,0,1,pr02datastructures v2.0,1618835193
cd4671c644e3e91baadccd5d352d5e9f51915b2f,lx/lx02personstatistics,False,3.0,1.0,1260,247,0,6,.,1617119865
32472c07e5a895570c665fbe1d0e7a141f54a2d5,ex/ex05mysticorbs,False,13.450000000000001,1.0,1965,66,6,8,change some logic.,1614540992
8fff7b3a00cbeba735f4d32a5f1d69f3ec715b4b,.gtm/junit: databasetests.decreasecomponentthrowserror.app,True,0,0,17,0,0,1,initial push,1618862616
33f5a3c8f62f784934631bd28c547a20b1f89545,lx/lx01stream,False,2.0,1.0,180,0,0,1,ex08,1617711571
44a5c38f2ef94a64c00ae30c673de4baa7df5f94,pr/pr03ring,False,0,0,120,1,1,1,removed another dot,1612868172
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,ex/ex03bookshelf,False,15.0,1.0,410,14,12,2,books and persons 2nd part,1613228982
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,ex/ex02webbrowser,False,0,0,240,1,1,1,added backhistory logic,1612468856
a4076a2bcf120779015e2aa34f816dea364e0c57,ex/ex05mysticorbs,False,13.190000000000001,1.0,3000,126,1,4,spaceoven,1614621658
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/application: webbrowsertest.app,True,0,0,17,0,0,1,- initial test,1612269776
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/junit: inputfileslinestest.testreadtextfromfilemultiplelines.app,True,0,0,6,0,0,1,tests,1615321647
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/application: main (1).app,True,0,0,23,0,0,1,sorting fix,1617102608
2dc3b95bd118d4f20118fbd65f7437401aded85b,.gtm/junit: webbrowsertest.gettop3visitedpages.app,True,0,0,77,0,0,1,webbrowser + tests,1612623854
1b2b546d31fe5c8aee03fe57b801846423b53685,pr/pr03ring,False,0,0,120,1,1,1,private variables + style changes,1613507708
cd4671c644e3e91baadccd5d352d5e9f51915b2f,.gtm/junit: hoteltest.app,True,0,0,106,0,0,1,.,1617194078
9e03963810356656f577aa42d0b430a656f94095,ex/ex02webbrowser,False,0,0,180,5,6,1,1,1612471708
db9c003daba43c4ac829e8a50f726a69a43f9e75,tk/tk1,False,5.0,1.0,120,39,1,3,ex00 second try,1614270360
e515278837da9a7c73923fde0b7a76b4ad67042a,ex/ex07coffee,False,0,1.0,420,7,2,5,add docstrings,1617524730
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,.gtm/application: main (1).app,True,0,0,70,0,0,1,ex03,1613096359
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/junit: magicorbtest.testcannotchargeorbusingresourceswithemptyname.app,True,0,0,57,0,0,1,- test first part,1614436339
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex03bookshelf,False,15.0,1.0,616,6,4,2,ex00 second try,1613422068
8ed07c4b85ca8e908b392ba141e810b7b84953ec,tk/tk0,False,5.0,1.0,544,5,1,1,bread,1614366108
03062dc1bddd1c4f7433fefa74079520759db3ab,ex/ex05mysticorbs,False,11.61,1.0,600,1,1,3,lahendus,1614722425
03062dc1bddd1c4f7433fefa74079520759db3ab,ex/ex05mysticorbs,False,11.61,1.0,240,1,1,2,lahendus,1614700411
1b2b546d31fe5c8aee03fe57b801846423b53685,ex/ex01idcode,False,13.5,1.0,1196,15,11,1,fixed errors 1,1612318720
d5daffa4634df24f0d7c830ff261a7b4c6ca1461,ex/ex08delivery,False,0,0,240,3,7,1,ex08,1617716475
6e59be6a69a02cf474b30c8ed84f35b016c24338,ex/ex06files,False,0,0,120,0,47,2,ex06,1615338074
26abbf77e39340038a011fc45ef70f8bb004a92b,.gtm/junit: socialnetworktest.testgroupifcreatingsuccessfulandparameterscorrect.app,True,0,0,28,0,0,1,ex04,1613673586
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,.gtm/junit: spaceoventest.app,True,0,0,3,0,0,1,a lot of things,1614026709
2dc3b95bd118d4f20118fbd65f7437401aded85b,.gtm/junit: webbrowsertest.test_gotothirdurladdedtohistory.app,True,0,0,6,0,0,1,webbrowser + tests,1612623854
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,ex/ex05mysticorbs,False,12.0,1.0,265,1,4,3,pr02datastructures v2.0,1614599740
26abbf77e39340038a011fc45ef70f8bb004a92b,test/test01,False,0,0,360,0,0,4,ex07 ready,1615769989
33f5a3c8f62f784934631bd28c547a20b1f89545,.gtm/application: webbrowser.app,True,0,0,9,0,0,1,fix bookmark system,1612791532
8ed07c4b85ca8e908b392ba141e810b7b84953ec,tk/tk2,False,3.4,1.0,992,124,0,4,all,1614431553
e515278837da9a7c73923fde0b7a76b4ad67042a,ex/ex11computerstore,False,20.0,1.0,480,2,2,2,base,1618245899
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex/ex06files,False,0,0,60,2,2,1,morse 1,1615324403
d2024466706de8b697dd55ee19ec8a2defeff239,ex/ex12computerbuilder,False,0,0,1380,0,0,5,pokemon.,1620146177
cffaf3750341cee73be546d2d15e3a9bec8c5c5d,ex/ex02webbrowser,False,0,0,180,0,1,1,ex02 alldone,1612802524
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,.gtm/junit: coffeetest.kitchentest.app,True,0,0,197,0,0,1,ex07,1615929030
a4076a2bcf120779015e2aa34f816dea364e0c57,output.txt,False,0,0,1069,0,0,1,version 1,1615324794
d656fdd2fb0684f0bf1448645dca74b09473f9a1,.gtm/junit: hoteltests.bookrooms.app,True,0,0,8,0,0,1,kt1,1617184761
09caedabb6997799be7e945a6800afe39edf87e8,pr/pr06shelter,False,0,0,120,2,2,1,first done?,1615208943
8ed07c4b85ca8e908b392ba141e810b7b84953ec,tk/tk0,False,5.0,1.0,60,1,1,1,fixes,1614367526
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,tk/tk1,False,5.0,1.0,143,2,0,1,tk1,1614271281
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,lx/lx04hashcode,False,5.0,1.0,2034,90,0,3,lx04 first commit,1618268971
8ed07c4b85ca8e908b392ba141e810b7b84953ec,ex/ex06files,False,0,0,185,6,1,1,output fixed,1615303213
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex01idcode,False,15.0,1.0,420,6,3,1,ex00 second try,1612200635
26abbf77e39340038a011fc45ef70f8bb004a92b,.gtm/application: webbrowser.app,True,0,0,68,0,0,1,ex02,1612260216
31ae136fba01ca42052ac4b4563052b857019022,tk/tk3,False,1.95,1.0,60,3,0,1,practice exam,1615892402
8fff7b3a00cbeba735f4d32a5f1d69f3ec715b4b,.gtm/junit: ee.taltech.iti0202.computerbuilder.tests.ex11basetests in ex12computerbuilder.app,True,0,0,60,0,0,1,initial push,1618862616
b18d18bf475b322c8a8d40dd13e7ed0d4de56b6c,ex/ex03bookshelf,False,14.7,1.0,60,1,1,1,second push. rewrote buy function,1613389658
03062dc1bddd1c4f7433fefa74079520759db3ab,pr/pr04stock,False,0,0,908,14,11,1,lahendus,1614022563
e06735c15c0ae70511269dc1df78703c80a5c1dd,.gtm/application: morsefilescontroller.app,True,0,0,114,0,0,1,ex06 up,1617799245
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex08delivery,False,0,0,540,20,20,3,ex00 second try,1617471604
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex/ex00hello,False,1.0,1.0,7356,0,0,3,tk00,1614274213
33f5a3c8f62f784934631bd28c547a20b1f89545,ex/ex07coffee,False,0,1.0,23633,521,0,15,random commit,1615983432
31ae136fba01ca42052ac4b4563052b857019022,.gtm/application: magicoven.app,True,0,0,174,0,0,1,ovenfixing,1614940024
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,.gtm/junit: drinktest.gettertest.app,True,0,0,8,0,0,1,pr02datastructures v2.0,1617740033
2d358cc6104ea9808d26fa399aa7345d7c68baab,ex/ex05mysticorbs,False,15.0,1.0,180,8,5,3,ex05_part2,1614300152
079515b37f4d26af417a48c7fbcdfd1bda8b12ce,.gtm/junit: ee.taltech.iti0202.mysticorbs.orb in ex05mysticorbs.app,True,0,0,72,0,0,1,pr && ex,1613926602
079515b37f4d26af417a48c7fbcdfd1bda8b12ce,.gtm/application: main.app,True,0,0,26,0,0,1,pr && ex,1612907288
6e59be6a69a02cf474b30c8ed84f35b016c24338,ex/ex06files,False,0,0,60,1,0,2,ex06,1615337940
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,ex/ex01idcode,False,15.0,1.0,60,1,2,1,added exceptions,1612049679
d2024466706de8b697dd55ee19ec8a2defeff239,kt/kt2,False,0,0,166,2,2,1,kt.,1617201910
03062dc1bddd1c4f7433fefa74079520759db3ab,.gtm/junit: orbfactorytest.app,True,0,0,10,0,0,1,lahendus,1614720192
b18d18bf475b322c8a8d40dd13e7ed0d4de56b6c,tk/tk1,False,5.0,1.0,120,1,1,1,"fourth push, total failure.",1614273733
d2024466706de8b697dd55ee19ec8a2defeff239,ex/ex08delivery,False,0,0,120,9,0,1,ex08.,1616681899
31ae136fba01ca42052ac4b4563052b857019022,.gtm/application: webbrowser.app,True,0,0,60,0,0,1,addresses are still lost,1612811049
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,.gtm/junit: webbrowsertest.gettop3visitedpages.app,True,0,0,30,0,0,1,webbrowser commit/ testing,1612453984
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex02webbrowser,False,0,0,630,13,2,2,ex00 second try,1612805295
d2024466706de8b697dd55ee19ec8a2defeff239,ex/ex03bookshelf,False,13.35,1.0,600,2,1,1,commit ex03.,1613141579
cffaf3750341cee73be546d2d15e3a9bec8c5c5d,lx/lx01stream,False,2.0,1.0,55,0,0,1,lx02,1619795537
e515278837da9a7c73923fde0b7a76b4ad67042a,tk/tk1,False,4.03,1.0,300,60,5,3,test push,1614273516
2d358cc6104ea9808d26fa399aa7345d7c68baab,.gtm/junit: all in ex05mysticorbs.app,True,0,0,10,0,0,1,ex05,1614123550
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,tk/tk0,False,5.0,0.0,210,248,0,3,tk test,1613855195
31ae136fba01ca42052ac4b4563052b857019022,pr/pr03ring,False,0,0,834,36,2,2,"i have declared something, but this is a test",1613404627
44a5c38f2ef94a64c00ae30c673de4baa7df5f94,.gtm/junit: orbfactorytest.app,True,0,0,10,0,0,1,some things fixed,1614599943
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/junit: kittenstatisticstest.app,True,0,0,13,0,0,1,cats.,1616579475
9e03963810356656f577aa42d0b430a656f94095,ex/ex05mysticorbs,False,12.25,1.0,1140,8,49,6,1,1614548829
44a5c38f2ef94a64c00ae30c673de4baa7df5f94,ex/ex12computerbuilder,False,0,0,120,13,0,1,a,1618936229
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/application: morsefilescontroller.app,True,0,0,15,0,0,1,- input files scanner fixed,1615287349
1b2b546d31fe5c8aee03fe57b801846423b53685,ex/ex05mysticorbs,False,13.41,1.0,227,3,1,3,oven tests,1614992683
dc19d0420561cf0175257039bf35deed2c6b928d,.gtm/junit: magicoventest.app,True,0,0,60,0,0,1,first,1614433988
03062dc1bddd1c4f7433fefa74079520759db3ab,pr/pr03ring,False,0,0,120,2,2,1,lahendus,1612957661
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,.gtm/application: multipliers.app,True,0,0,306,0,0,1,lx05 first commit,1620074876
1b2b546d31fe5c8aee03fe57b801846423b53685,.gtm/junit: resourcestoragetest.app,True,0,0,211,0,0,1,first commit,1614822724
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex03bookshelf,False,15.0,1.0,240,9,2,2,ex00 second try,1612976613
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/junit: computerfactorytest.testbuildingworkstation.app,True,0,0,115,0,0,1,"functionality implemented, todo: refactoring",1618924116
33f5a3c8f62f784934631bd28c547a20b1f89545,.gtm/junit: coffeetest.app,True,0,0,1449,0,0,1,ex07,1616016367
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/application: webbrowser.app,True,0,0,46,0,0,1,back fixes,1613320770
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/application: stockdemo.app,True,0,0,42,0,0,1,commit pr04.,1613601401
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,lx/lx02personstatistics,False,2.94,1.0,60,13,13,3,pr02datastructures v2.0,1616503483
31ae136fba01ca42052ac4b4563052b857019022,tk/tk1,False,1.88,1.0,213,11,4,2,first test,1614282500
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,ex/ex05mysticorbs,False,12.0,1.0,60,0,1,1,pr02datastructures v2.0,1614679568
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex/ex02webbrowser,False,0,0,18032,26,186,4,webbrowser new,1612311306
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,ex/ex08delivery,False,0,0,60,0,68,1,test addlocation location efficiency,1617286616
2d94421a5be179129acee971e78a6a12e44a9d64,pr/pr06shelter,False,0,0,1929,42,4,4,orbs,1614716861
d656fdd2fb0684f0bf1448645dca74b09473f9a1,.gtm/application: introduction.app,True,0,0,50,0,0,1,pr01 initial commit,1612137250
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/junit: spaceorbtest.testspaceorbcannotabsorbsanotherorbifithasmoreenergy.app,True,0,0,26,0,0,1,commit all first try,1614720361
2dc3b95bd118d4f20118fbd65f7437401aded85b,tk/tk0,False,5.0,1.0,120,120,0,1,tk00,1613833604
9e03963810356656f577aa42d0b430a656f94095,tk/tk1,False,5.0,1.0,533,84,0,3,1,1614269415
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/application: ring.app,True,0,0,45,0,0,1,commit pr03.,1612889718
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,.gtm/junit: all in ex05mysticorbs (1).app,True,0,0,60,0,0,1,mall update,1620341543
e06735c15c0ae70511269dc1df78703c80a5c1dd,.gtm/junit: resourcestoragetest.ingredientnamesiscorrecttest.app,True,0,0,5,0,0,1,ex07 up,1619898898
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/junit: persontest.app,True,0,0,15,0,0,1,commit ex03.,1613035293
a4076a2bcf120779015e2aa34f816dea364e0c57,.gtm/application: idcode.app,True,0,0,1719,0,0,1,version 5 29 feb day,1612202773
1b2b546d31fe5c8aee03fe57b801846423b53685,.gtm/junit: capsulemachinetest.getsocket.app,True,0,0,45,0,0,1,final commit,1616849841
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/junit: kittenstatisticstest.testfindkittensaverageage.app,True,0,0,20,0,0,1,- initial commit,1616154551
9e03963810356656f577aa42d0b430a656f94095,ex/ex05mysticorbs,False,12.25,1.0,180,5,9,1,1,1614607774
09caedabb6997799be7e945a6800afe39edf87e8,ex/ex07coffee,False,0,1.0,300,53,1,5,first done?,1615909922
09caedabb6997799be7e945a6800afe39edf87e8,ex/ex03bookshelf,False,10.0,1.0,487,67,0,2,all except top3 fix,1613395699
a4076a2bcf120779015e2aa34f816dea364e0c57,.gtm/junit: couriertest.getpacket.app,True,0,0,15,0,0,1,dummy,1617730733
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/gradle: build ex14bookscraper.app,True,0,0,31,0,0,1,initial commit,1620368597
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,.gtm/junit: morsetranslatortest.addmorsecodes.app,True,0,0,35,0,0,1,morse code,1614614476
db9c003daba43c4ac829e8a50f726a69a43f9e75,.gtm/testng: coffeetests.testmorekitchenstuff (2).app,True,0,0,10,0,0,1,ex00 second try,1615905651
a4076a2bcf120779015e2aa34f816dea364e0c57,ex/ex05mysticorbs,False,13.190000000000001,1.0,3888,42,12,7,parandused,1614794727
7142fa6d5ab879f62cfdc3d30dae8804518d5e4b,tk/tk1,False,5.0,1.0,694,56,8,3,proov,1614271391
2d358cc6104ea9808d26fa399aa7345d7c68baab,lx/lx01stream,False,2.0,1.0,420,2,2,1,lx01,1615050291
7142fa6d5ab879f62cfdc3d30dae8804518d5e4b,.gtm/junit: all in ex05mysticorbs.app,True,0,0,12,0,0,1,proov,1614257415
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,ex/ex12computerbuilder,False,0,0,18183,483,46,17,"working, test + refactoring needed",1618917528
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,ex/ex05mysticorbs,False,15.0,1.0,170,0,3,2,ex05,1614353995
2d94421a5be179129acee971e78a6a12e44a9d64,ex/ex11computerstore,False,19.0,1.0,720,10,5,6,it store,1618316120
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,ex/ex01idcode,False,15.0,1.0,480,6,3,1,added exceptions,1612047475
8ed07c4b85ca8e908b392ba141e810b7b84953ec,ex/ex05mysticorbs,False,11.07,1.0,2121,57,20,4,compare fixes,1614782268
32472c07e5a895570c665fbe1d0e7a141f54a2d5,.gtm/junit: all in ex07coffee.app,True,0,0,426,0,0,1,removed mylogger and added each test writing in separate file,1615931841
a4076a2bcf120779015e2aa34f816dea364e0c57,.gtm/junit: rerun failed tests.app,True,0,0,32,0,0,1,tranlated line stringbuilder,1615840850
a4076a2bcf120779015e2aa34f816dea364e0c57,tk/tk0,False,4.0,0.0,450,2,4,1,version 4,1614026903
9e03963810356656f577aa42d0b430a656f94095,ex/ex03bookshelf,False,15.0,1.0,342,1,3,2,1,1613055596
dc19d0420561cf0175257039bf35deed2c6b928d,ex/ex12computerbuilder,False,0,0,711,95,34,8,appi,1618917884
03062dc1bddd1c4f7433fefa74079520759db3ab,.gtm/application: person.app,True,0,0,66,0,0,1,lahendus,1612957200
2b9b6dc7d747da3beee34867d17d25ee4a154821,kt/kt2,False,0,0,120,3,0,1,second try algorithm exercises.,1617198104
09caedabb6997799be7e945a6800afe39edf87e8,ex/ex05mysticorbs,False,14.4,1.0,60,1,1,1,first done?,1614609241
cffaf3750341cee73be546d2d15e3a9bec8c5c5d,ex/ex07coffee,False,0,1.0,180,0,0,1,ex08 first push,1617470111
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,ex/ex01idcode,False,15.0,1.0,900,6,1,1,added exception,1612295847
d2024466706de8b697dd55ee19ec8a2defeff239,ex/ex08delivery,False,0,0,120,7,2,1,ex08.,1617522322
2d94421a5be179129acee971e78a6a12e44a9d64,.gtm/junit: filestest.testfilelines.app,True,0,0,94,0,0,1,morse,1615213678
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,ex/ex08delivery,False,0,0,1884,655,160,6,strategy nr 4,1617617095
d2024466706de8b697dd55ee19ec8a2defeff239,lx/lx01stream,False,2.0,1.0,1648,63,1,2,cats.,1616578467
3fe61b42edbb25fcb90828dd6eb3cda3b1326b57,ex/ex06files,False,0,0,60,3,9,1,ex6,1614981452
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,.gtm/junit: hoteltest.testcanreserveroomaftercancellingreserve.app,True,0,0,8,0,0,1,kt1 vabaoop commit,1617196352
e515278837da9a7c73923fde0b7a76b4ad67042a,ex/ex03bookshelf,False,15.0,1.0,120,4,2,1,test push,1612959528
d2024466706de8b697dd55ee19ec8a2defeff239,lx/lx01stream,False,2.0,1.0,160,10,7,2,cats.,1616580572
31ae136fba01ca42052ac4b4563052b857019022,tk/tk1,False,1.88,1.0,304,10,7,1,first test,1614276546
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,.gtm/junit: socialnetworktest.testuserfeedinnonparticipatinggroups.app,True,0,0,164,0,0,1,ex04 fix getfeed method to get all group messages,1613416209
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex/ex02webbrowser,False,0,0,1212,176,155,1,webbrowser,1612277477
2dc3b95bd118d4f20118fbd65f7437401aded85b,ex05mysticorbs_ergas/src,False,0,0,120,0,0,1,orbs 1,1615229334
b18d18bf475b322c8a8d40dd13e7ed0d4de56b6c,tk/tk1,False,5.0,1.0,60,144,0,2,"first push, total failure.",1614272186
03062dc1bddd1c4f7433fefa74079520759db3ab,.gtm/junit: fixabletest.testcannotfixovenifitisnotbroken.app,True,0,0,53,0,0,1,lahendus,1614708791
7142fa6d5ab879f62cfdc3d30dae8804518d5e4b,.gtm/junit: all in ex05mysticorbs.app,True,0,0,96,0,0,1,proov,1614253394
2d94421a5be179129acee971e78a6a12e44a9d64,pr/pr01introduction,False,4.7,1.0,7,0,0,1,lx02,1616934146
719305de70aadb1a82b4aa2db22792baf41aae6e,.gtm/junit: webbrowsertest.app,True,0,0,75,0,0,1,tk1,1614271736
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/junit: hoteltest.testgetname.app,True,0,0,7,0,0,1,add hotel and tests,1617195623
2d94421a5be179129acee971e78a6a12e44a9d64,ex/ex13pokemon,False,20.0,1.0,12622,0,0,5,lx3,1619247031
03062dc1bddd1c4f7433fefa74079520759db3ab,ex/ex06files,False,0,0,300,9,11,6,lahendus,1615290094
e5949847532a923d86c76e67d7eb373b83986892,.gtm/application: exam (2).app,True,0,0,20,0,0,1,1,1616084342
e515278837da9a7c73923fde0b7a76b4ad67042a,.gtm/junit: hoteltest.book.app,True,0,0,19,0,0,1,final push,1617196278
b18d18bf475b322c8a8d40dd13e7ed0d4de56b6c,.gtm/testng: morsetranslatortest.translatefrommorsemultiple.app,True,0,0,39,0,0,1,a,1615231757
d656fdd2fb0684f0bf1448645dca74b09473f9a1,ex/ex08delivery,False,0,0,180,19,2,2,ex08 world update,1617731479
719305de70aadb1a82b4aa2db22792baf41aae6e,.gtm/application: main.app,True,0,0,79,0,0,1,book stuff,1613478884
26abbf77e39340038a011fc45ef70f8bb004a92b,.gtm/junit: booktest.create2books.app,True,0,0,15,0,0,1,pr04,1613661804
1b2b546d31fe5c8aee03fe57b801846423b53685,pr/pr03ring,False,0,0,720,6,0,2,this ring error,1613508414
db9c003daba43c4ac829e8a50f726a69a43f9e75,ex/ex05mysticorbs,False,15.0,1.0,3600,123,2,7,ex00 second try,1614169249
db9c003daba43c4ac829e8a50f726a69a43f9e75,.gtm/junit: webbrowsertest.app,True,0,0,27,0,0,1,ex00 second try,1612783742
31ae136fba01ca42052ac4b4563052b857019022,.gtm/junit: booktest.testsimpleremovedremovebook.app,True,0,0,15,0,0,1,testing the bookshelf,1613917472
1b2b546d31fe5c8aee03fe57b801846423b53685,.gtm/application: idcode.app,True,0,0,604,0,0,1,fixed errors 1,1612318720
2d94421a5be179129acee971e78a6a12e44a9d64,.gtm/junit: socialnetworktest.usertest.app,True,0,0,20,0,0,1,socnetwork,1613922170
d2024466706de8b697dd55ee19ec8a2defeff239,.gtm/application: stockdemo.app,True,0,0,321,0,0,1,commit pr04.,1613604299
d656fdd2fb0684f0bf1448645dca74b09473f9a1,ex/ex07coffee,False,0,1.0,6,0,0,1,kt1,1617184761
8ed07c4b85ca8e908b392ba141e810b7b84953ec,.gtm/junit: webbrowsertest.testgoingbackmultipletimes.app,True,0,0,45,0,0,1,made some tests + fixes,1613318079
7142fa6d5ab879f62cfdc3d30dae8804518d5e4b,ex/ex02webbrowser,False,0,0,228,8,10,1,removed backhistory,1612734467
e3d78b6a60a45ccc2406913340709ccdd8e2cdb8,ex/ex07coffee,False,0,1.0,9702,284,0,18,pr02datastructures v2.0,1615826485
d2024466706de8b697dd55ee19ec8a2defeff239,ex/ex12computerbuilder,False,0,0,510,26,28,2,ex12.,1618837558
31ae136fba01ca42052ac4b4563052b857019022,.gtm/junit: spaceoventest.app,True,0,0,15,0,0,1,ovenfixing,1615128563
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,pr/pr04stock,False,0,0,1291,309,0,4,ex04 first commit,1613415160
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/junit: socialnetworktest.registerandgetgroups.app,True,0,0,8,0,0,1,- private hashset in fb,1613743331
9e03963810356656f577aa42d0b430a656f94095,pr/pr04stock,False,0,0,655,2,2,3,1,1613412365
9e03963810356656f577aa42d0b430a656f94095,tk/tk0,False,5.0,0.0,10,0,0,1,1,1614270718
9e03963810356656f577aa42d0b430a656f94095,ex/ex08delivery,False,0,0,13140,204,0,6,1,1617038777
2d94421a5be179129acee971e78a6a12e44a9d64,lx/lx04hashcode,False,5.0,1.0,1738,95,0,5,lx4,1618740152
2d358cc6104ea9808d26fa399aa7345d7c68baab,tk/tk1,False,4.63,1.0,30,0,0,1,tk3,1615895300
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,ex/ex03bookshelf,False,15.0,1.0,105,3,5,1,books and persons 2nd part,1613235744
e515278837da9a7c73923fde0b7a76b4ad67042a,ex/ex03bookshelf,False,15.0,1.0,180,2,0,1,test push,1612957387
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,kt/kt1,False,0,0,3928,308,1,5,hotel with tests,1617197144
5e06bd9bce80b04b101fb0e14920444f5fe75ad6,ex/ex02webbrowser,False,0,0,381,16,21,2,webbrowser commit/ testing,1612453560
ce6ad7f7e93fdeab3c9dd302cd1a7545ebafe924,.gtm/application: stockdemo.app,True,0,0,50,0,0,1,- initial commit,1613487790
26abbf77e39340038a011fc45ef70f8bb004a92b,.gtm/junit: hoteltest.showfreerooms.app,True,0,0,5,0,0,1,kt1,1617195421
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,ex/ex08delivery,False,0,0,371,1,1,3,ex08 courier get location returns nullable,1616637467
c9c66236e8ca50ad4397ca088b747f5537fb5a55,pr/pr02datastructures,False,4.1,1.0,100,1,1,1,stiil,1613574604
f8ce8c5a768ee94c031b0fce1a62e295688bc86b,.gtm/junit: all in ex05mysticorbs.app,True,0,0,82,0,0,1,ex05 refactor code to be less hard coded,1614120650
5cb8a9dfc6fb53b6c070d0ac9d4ad4e0f382befb,.gtm/junit: coffeetest.resourcestoragetest.app,True,0,0,496,0,0,1,ex07,1615929030
